216,BIHAR,Muzaffarpur,4801062,2527497,2273565,2509232,1487117,1022115,751975,393135,358840,5979,3124,2855,1547586,1195308,352278,910304,637282,3253476,273436,769001,65253,439896,4032773,745546,5149,933,288,382,98,15893,87796,180651,10290,73012,998694,120700,1119394,1092952,743623,419433,299475,194920,138916,14475,2903794,1924438,4828232,3016735,1079189,697108,8030,548802,23333,259307,94249,30120,499073,11643,172027,547479,18286,78566,848646,346386,256532,911967,22474,232633,9922,21438,3599,1688,25203,601477,679781,6804,874936,209,570,11837,14071,414460,446177,1455,44121,27130,22443,104046,126489,114417,459200,164807,179976,297357,64817,87226,702089,126765,24479,32056,5670,1907,86953,1064,1719,828,2547,322,22,344,30,49,79,70,4105
217,BIHAR,Gopalganj,2562012,1267666,1294346,1382998,793905,589093,320064,159265,160799,60807,29833,30974,728201,539586,188615,363111,365090,1833811,208959,338666,26049,154527,2119262,436057,2463,271,167,133,28,3631,31193,69375,3707,33596,515925,38133,554058,540603,470828,291624,223776,123249,79109,7690,1736879,977719,2714598,1642807,546202,370662,2341,312727,9508,154764,51902,13560,296491,3571,61380,316314,6263,33324,370511,209045,84425,412706,5453,155311,992,5837,2101,740,5159,212682,333174,950,399026,70,229,2591,3307,143078,255329,417,16485,786,7841,23345,31186,29960,145088,49267,65861,157982,87471,23320,248009,89316,32551,48075,10885,4639,36327,596,1022,458,1480,229,9,238,12,20,32,25,2370
218,BIHAR,Siwan,3330464,1675090,1655374,1930175,1115906,814269,386685,195965,190720,87000,43472,43528,932416,730396,202020,462104,470312,2398048,264928,376344,31244,259900,2712635,608282,2618,369,407,359,86,5708,42384,52935,3834,37833,632514,41858,674372,689880,612635,445257,355277,186817,119164,12091,2421121,1207119,3628240,2115448,713597,498299,3120,382782,10891,181860,64065,14390,378819,4088,74071,401299,8090,44252,502991,276680,124672,535085,6347,204642,1873,9063,2589,788,6797,268199,414315,1883,518473,58,259,2685,3415,158086,358850,413,19043,1279,10879,31553,42432,39746,191273,65249,86278,203685,107489,27943,323877,114884,41033,61005,13821,6151,45113,734,1292,596,1888,318,9,327,13,21,34,32,3014
219,BIHAR,Saran,3951862,2022821,1929041,2157454,1285767,871687,474066,242976,231090,36786,18322,18464,1040231,857660,182571,545520,494711,2911631,232097,493461,42103,272570,3534772,406449,2330,371,229,322,107,7282,51822,94787,4509,37442,701323,76299,777622,793945,693465,433759,361171,213251,148065,9848,2653504,1313700,3967204,2516115,847031,585386,3330,431759,10948,243581,68604,15821,398651,5009,128169,423960,9488,55407,586793,276656,137526,628222,8764,203347,3010,7473,2889,1249,7986,365086,495841,24127,578710,71,435,6158,7068,207758,381637,404,27833,5389,13380,38867,52247,47876,226877,77631,101370,238266,124352,52347,384243,132367,47458,70773,16311,7004,54359,892,1553,726,2279,355,19,374,27,43,70,52,3667
220,BIHAR,Vaishali,3495021,1844535,1650486,1926740,1152576,774164,738031,387827,350204,2274,1232,1042,1060344,858648,201696,716006,344338,2434677,255017,502637,36958,265732,3152346,333980,2203,707,362,246,71,5106,47300,70001,4810,39564,699317,51494,750811,810191,487594,370247,291392,178320,124448,9094,2271286,1479152,3750438,2176701,759132,486032,73156,397202,11316,200083,60246,15248,365200,4366,101269,390123,9675,76918,563063,208882,171904,620927,6879,152019,7339,20756,2385,861,22210,423744,453163,31303,569778,183,458,6561,8111,295371,259500,909,18159,11051,10568,51344,61912,61291,285265,101129,122845,217871,67578,77755,435592,112105,30410,41647,8375,2862,43282,773,1254,573,1827,240,12,252,17,27,44,35,2930
221,BIHAR,Samastipur,4261566,2230003,2031563,2142880,1293575,849305,803128,417944,385184,1884,975,909,1343400,1037576,305824,907433,435967,2918166,299039,721629,47917,274815,3800598,452370,2126,554,292,231,112,5283,46123,88021,5379,50918,1012979,43486,1056465,781038,710468,438908,284082,186153,129933,19126,2549708,1996651,4546359,2766930,913339,568812,12485,458268,10621,183813,56464,16741,412873,4320,84248,441421,11807,81471,733280,213527,159459,829443,10874,149960,14232,18504,2236,1080,20267,636826,683046,20018,797103,100,542,7697,9429,384786,352172,1090,20385,34740,19043,94848,113891,100052,404835,142305,162478,274280,57347,113395,657647,102513,21642,27676,4775,1259,62517,1005,1534,661,2195,248,6,254,8,13,21,23,3500
222,BIHAR,Begusarai,2970541,1567660,1402881,1548673,918507,630166,432270,227481,204789,1597,848,749,938182,715345,222837,591811,346371,2032359,146035,430870,58167,303110,2554330,407348,2209,402,229,276,57,5690,49493,120373,4644,43127,594377,139248,733625,577601,484502,291877,207136,144783,101836,14599,1822334,1242551,3064885,1951688,644874,369996,3983,295852,9821,106532,41377,13978,309910,4767,76761,334335,10447,67430,494402,193224,186662,577162,10968,123977,5170,31220,2975,1415,34003,402886,399392,14845,547417,135,211,8661,9665,219003,313654,658,21384,4641,13797,71413,85210,73578,286725,101080,112067,184650,39525,63453,473100,59643,12420,16403,2970,1013,46964,751,1029,447,1476,92,5,97,5,8,13,18,2354
223,BIHAR,Khagaria,1666886,883786,783100,768028,461153,306875,247161,130191,116970,675,352,323,560805,398216,162589,306283,254522,1106081,104517,325731,20816,109741,1486989,175588,1253,143,79,86,115,2633,15401,40641,1580,21654,373696,21007,394703,350601,233494,130004,100555,65931,38697,5969,925251,903323,1828574,1114645,355531,195796,914,99898,3120,56603,14047,5031,149998,1113,31220,159866,4837,29053,230762,88774,78061,321312,3292,59622,1213,14397,2114,584,15200,238927,245535,1604,311073,50,183,3392,3924,148230,142226,299,9814,6515,5547,39429,44976,40886,154724,53562,60276,109253,18748,37245,269846,29736,4781,6121,1043,297,21998,406,535,245,780,28,5,33,7,11,18,16,1254
224,BIHAR,Bhagalpur,3037766,1615663,1422103,1573066,937669,635397,318569,169667,148902,67180,35545,31635,983528,740056,243472,534129,449399,2054238,135161,475228,60461,312678,2487866,537098,3556,415,180,1050,32,7569,63241,174534,6764,46929,522527,130634,653161,614644,524322,300767,247079,154643,118843,16119,1976417,1139715,3116132,1952879,674660,397654,12573,220531,8644,131976,47618,13542,284153,8210,117040,308044,10349,48643,447618,208730,189954,540365,13460,119362,8046,33566,4187,1904,28147,354576,362961,58207,437176,208,1431,14245,16767,209060,250177,883,45919,30554,9815,49203,59018,63325,264904,96431,105148,191216,48168,104069,430436,71666,14964,19816,3692,1160,41388,667,1127,593,1720,215,30,245,42,69,111,70,2814
225,BIHAR,Banka,2034763,1067140,967623,965321,590961,374360,247858,129663,118195,90432,45901,44531,771080,517817,253263,374097,396983,1263683,172440,462614,26680,109346,1772655,250925,6138,139,113,94,1035,3664,15459,62359,1704,22300,425604,18492,444096,408188,386707,196305,120653,63103,35767,3922,1214645,879831,2094476,1291235,462080,278863,2585,159201,3258,78757,24398,6235,170898,1339,32859,181116,3983,25641,341709,88429,46555,372571,3728,65488,9460,3944,908,475,5766,291584,330510,94533,253728,329,5796,5121,11712,161124,108991,466,15071,2243,6776,32221,38997,41314,181580,65753,74513,128170,31266,109898,272892,63056,14195,18917,3613,1109,25148,510,764,325,1089,112,4,116,5,8,13,10,1738
226,BIHAR,Munger,1367765,729041,638724,801817,473741,328076,183846,97195,86651,21404,10995,10409,426658,327453,99205,233402,193256,941107,45953,196449,16690,167566,1252319,110416,1815,338,95,145,61,2576,49141,90461,2653,17946,222281,85782,308063,226699,158699,146414,147152,101907,64469,4394,849734,498676,1348410,860147,316713,188319,2586,112707,3755,56958,24259,6558,138260,2838,69973,149671,4853,20065,236192,109560,102385,248457,11182,59858,1855,12592,2634,1030,13116,154189,158542,48900,184033,118,862,4871,6270,93833,126411,419,20237,7168,4944,23445,28389,30778,130791,47936,52077,85773,18796,43505,199555,33704,6965,9066,1638,463,21424,287,554,307,861,137,20,157,29,46,75,42,1424
227,BIHAR,Lakhisarai,1000912,526345,474567,507270,305182,202088,153209,80069,73140,8333,4247,4086,326576,240494,86082,201866,124710,674336,78532,159970,13546,74528,956396,40886,487,140,52,78,52,2821,12938,44491,1186,8862,175882,31763,207645,172076,149312,111684,85807,48001,27261,3814,597955,450967,1048922,650642,218840,130655,775,49052,2415,28996,9577,2869,90531,747,31048,95917,2517,12827,146148,60658,52316,158930,3444,39423,965,7591,971,462,8540,103772,109840,21038,127198,184,425,3221,4162,58733,75362,332,9477,1875,2515,10049,12564,12890,64137,22380,28867,62457,25272,30335,101792,30165,9874,14340,3109,1357,18133,222,376,181,557,75,8,83,11,17,28,15,904
228,BIHAR,Sheikhpura,636342,329743,306599,328676,196431,132245,131115,67582,63533,617,305,312,224655,151569,73086,148002,76653,411687,54511,109696,9917,50531,596102,37653,313,75,41,43,31,2084,6803,20065,631,8873,108293,24345,132638,129673,110525,59529,52860,33856,19676,3399,409518,305609,715127,413475,136898,85045,924,33652,1728,20176,6933,2163,57043,635,16279,61568,2362,9398,93800,35018,30019,100345,2119,22966,1852,5778,603,402,3288,68730,72266,8860,85547,75,49,2275,2558,42462,38651,159,5094,526,1918,6427,8345,7547,36901,12786,16568,39065,19437,22635,61869,21544,7777,11485,2536,1172,8850,153,231,116,347,30,5,35,7,12,19,12,565
229,BIHAR,Nalanda,2877653,1497060,1380593,1519933,919558,600375,607672,315240,292432,1442,728,714,1045420,703405,342015,740949,304471,1832233,221240,534021,52585,237574,2669775,198033,1978,393,414,561,64,6435,43761,101378,4156,43848,514141,102522,616663,581978,486266,320839,274556,177358,133032,11159,1985188,1324385,3309573,1829128,642197,403129,3199,121583,7955,81505,29239,12973,250849,3720,87070,273472,9650,44622,444936,180298,149675,464186,17540,122948,7136,18056,3402,1462,12505,307024,330701,38426,390009,325,303,10732,12252,164405,223694,892,38617,6072,9824,33798,43622,39387,191481,68723,83371,175870,76349,99223,297609,99650,32597,46830,10089,4144,43233,624,1064,523,1587,216,22,238,31,51,82,48,2578
230,BIHAR,Patna,5838465,3078512,2759953,3459679,2028047,1431632,920918,482088,438830,9069,4717,4352,1881886,1436411,445475,1371267,510619,3956579,271216,658203,85349,867118,5356075,439952,12551,4803,1062,2151,203,21668,321307,546859,40692,132582,657991,552103,1210094,1244842,1095655,920051,698351,463361,452340,46126,4920726,2590473,7511199,3626564,1382654,815638,13609,430595,49821,227469,176114,38617,590486,61156,453344,662665,33562,71080,899309,562795,507581,829728,104162,223867,11250,33740,7981,4474,24702,394646,433555,32808,666585,463,885,14948,17401,252246,607942,1105,231255,90643,17629,60489,78118,83095,411646,153095,175456,328240,139437,97253,609661,183921,60090,86592,18736,7766,77267,1091,2325,1877,4202,692,129,821,180,293,473,476,7065
231,BIHAR,Bhojpur,2728407,1430380,1298027,1599151,973486,625665,425402,222716,202686,13977,7363,6614,822493,640283,182210,512009,310484,1905914,190896,364875,47985,218737,2518216,197819,2165,544,647,1472,48,7496,45763,62153,3661,34658,434559,77368,511927,581580,605307,367059,313509,163303,131137,10630,2172525,1005140,3177665,1722387,613072,387389,5559,206776,7391,119372,43689,11934,246774,4227,87879,268330,9622,35885,386150,216412,112983,401256,9625,152852,6058,7772,2527,1326,6854,199143,296961,4543,387248,81,268,4615,5428,78650,312557,464,15589,3508,8370,25259,33629,29472,142899,49809,63618,150381,88646,24348,228026,94321,36903,58276,13900,7473,34932,602,1068,535,1603,243,21,264,30,48,78,53,2600
232,BIHAR,Buxar,1706352,887977,818375,989807,593544,396263,251737,131821,119916,26824,14102,12722,538322,402180,136142,328547,209775,1168030,132472,251790,26122,127938,1591454,105423,2125,248,5090,97,57,1858,27362,46760,1784,19324,299252,35405,334657,331675,420187,256124,178044,89306,64117,5224,1344677,457814,1802491,1074754,375372,253998,2228,137996,5341,78643,26325,7107,162604,2034,48405,174119,4408,27055,244087,130771,64826,254972,4718,92957,2628,3645,1201,589,3597,131627,194429,4471,240965,94,212,3395,4002,54463,188476,301,10728,3437,4625,15443,20068,18203,88936,30535,40198,96849,56545,19459,144919,59439,23401,37653,9136,5116,20387,392,653,313,966,135,8,143,12,19,31,25,1556
233,BIHAR,Kaimur (Bhabua),1626384,847006,779378,920276,549923,370353,369088,192686,176402,57981,29717,28264,511163,375959,135204,284646,226517,1115221,125070,268597,24880,92616,1456229,155283,1407,296,7707,129,1534,3799,12540,52899,2100,17223,325143,15299,340442,318859,294927,210899,147315,86815,70169,9576,1138560,551317,1689877,1039302,353413,226808,6861,111045,6503,62200,22998,6400,138835,1909,48728,149676,4441,15757,227705,98119,40996,239653,3017,67674,2417,2429,1040,552,2239,146929,201917,17969,210155,593,692,3307,4868,66396,135987,276,9201,1678,4664,15949,20613,17613,82959,28232,37114,90647,50829,42665,138993,55262,21298,33188,7723,4167,17605,363,584,252,836,113,3,116,4,6,10,9,1331
234,BIHAR,Rohtas,2959918,1543546,1416372,1799832,1061783,738049,549546,286596,262950,31650,16399,15251,924879,707939,216940,542439,382440,2035039,218087,405544,48512,252736,2645415,300487,2889,2569,1584,252,537,6185,41659,114893,4594,36279,512383,95678,608061,535187,548971,399053,333053,194928,161555,16006,2188753,876443,3065196,1875174,673742,407193,3809,224824,10819,123491,49892,12400,291988,4727,106218,312557,8169,28748,432151,248462,128652,433720,15995,163333,5119,5419,2969,1544,6234,207416,322377,8126,412516,121,556,5613,6761,73129,356548,471,25242,5158,8103,27143,35246,32977,166203,57298,75928,166881,87548,26201,260042,103275,37743,58724,13663,7318,33837,299,588,363,951,167,20,187,28,45,73,46,1555
235,BIHAR,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,612064,316161,295903,1033,500,533,837770,599157,238613,480286,357484,1702303,178525,426096,40652,192497,2291133,237353,2218,295,334,775,19,7946,24106,44456,2362,31168,428291,49006,477297,559512,482199,302662,253142,136783,91371,8329,1833998,784131,2618129,1626969,564571,340948,7585,195301,7145,102946,32335,8511,221469,2292,45871,235248,5268,25019,367543,166509,84329,377134,6754,116469,4141,5123,1849,867,4133,220613,298422,12987,349524,170,221,5513,6326,101279,247664,422,13998,2770,6645,23974,30619,27722,137515,47730,62063,143408,75580,38179,221195,88642,32349,49556,11594,5613,27729,585,940,435,1375,170,12,182,17,27,44,29,2215
236,BIHAR,Gaya,4391418,2266566,2124852,2297613,1368803,928810,1334351,683943,650408,3098,1635,1463,1664062,1076170,587892,1007057,657005,2727356,370759,783505,87178,422620,3876395,488121,3943,913,870,1723,108,19345,57738,112617,6856,57011,696289,111282,807571,902272,757690,447480,342254,191824,131163,12047,2784730,1953368,4738098,2810026,936630,537333,107429,294227,11827,161992,59202,16741,356281,7865,107970,383973,10951,51489,648810,260921,167232,665673,18754,164629,12165,18890,4938,2139,11887,429584,516431,57516,577098,573,1505,8979,12336,246837,312298,1279,37002,15636,10388,43065,53453,51094,252000,86740,114166,262055,122997,131370,396876,161407,57349,87698,20540,9809,44524,979,1650,813,2463,330,32,362,45,73,118,75,3998
237,BIHAR,Nawada,2219146,1144668,1074478,1091012,659474,431538,565112,290050,275062,2045,997,1048,817041,539439,277602,508509,308532,1402105,216400,397505,40018,163118,1964620,244394,1299,250,176,279,80,8048,20522,31162,1841,28411,379551,45323,424874,601011,368649,195072,161127,95943,64585,3130,1489517,1091439,2580956,1440781,485628,288805,3932,75606,3991,57986,15948,5805,172239,1322,34020,182748,4704,34494,316609,132057,77297,336216,7706,91060,5829,10861,1644,723,5538,214692,265929,23777,299668,238,889,7409,9102,131390,149765,566,10224,2137,5117,19722,24839,23197,117974,40493,54284,132750,71186,65594,194211,80648,31140,48312,11542,5630,23578,561,820,374,1194,98,10,108,14,23,37,22,1924
238,BIHAR,Jamui,1760405,916064,844341,858588,534385,324203,302649,155849,146800,78793,40185,38608,727571,452288,275283,445352,282219,1032834,156491,331466,105637,133977,1525746,217621,8443,162,159,87,3438,4749,12984,32633,1839,22414,325909,30851,356760,420472,317612,153973,104211,56137,29633,3439,1085477,765297,1850774,1135919,392052,227016,5418,113424,4842,51172,18411,8130,147950,1341,27056,159792,3712,24808,275316,64170,45733,300265,5351,43913,3448,7502,1345,477,5721,244121,260059,117154,162989,844,5009,3450,10169,153708,66941,866,12828,2079,5498,25310,30808,30414,132724,47218,55092,102930,41829,87642,203766,54928,17180,24953,5531,2242,24644,396,654,291,945,130,7,137,9,15,24,14,1516
239,BIHAR,Jehanabad,1125313,585582,539731,618881,374412,244469,222974,115034,107940,1285,667,618,365378,266423,98955,251690,113688,759935,86108,179519,15075,84676,1045117,75742,691,148,248,60,58,3249,15507,27641,1106,11302,186660,28132,214792,211761,165906,117558,112966,68748,45519,3539,725997,495877,1221874,714244,254582,155106,1381,69637,2522,49416,13682,3263,94340,1251,32086,100130,2527,15987,171798,74772,50439,176076,4205,49655,4098,3673,871,249,2913,106874,129431,5236,165527,56,54,2880,3149,60659,99381,159,6054,1009,3148,11836,14984,14459,69576,24518,30599,65873,31213,21606,108063,39854,14343,21132,4802,1987,12597,248,408,190,598,81,5,86,6,10,16,13,960
240,BIHAR,Arwal,700843,363497,337346,386351,235279,151072,141314,72885,68429,590,283,307,236354,167991,68363,161277,75077,464489,49127,144698,6758,35771,634099,64259,390,59,323,74,60,1579,4176,2203,413,6378,134334,9960,144294,123288,118311,80704,81975,48822,27945,1435,482480,290095,772575,444448,156031,98550,1814,55439,1386,35782,7667,1883,60636,360,11482,63570,1051,9033,112002,51433,27875,116189,943,41524,1560,2449,774,227,1859,66370,88764,2380,111974,7,46,1087,1207,28154,83287,67,1659,159,2263,8041,10304,9825,46359,16388,20146,43242,17898,6362,72909,25292,8095,11654,2549,1010,7948,149,265,126,391,68,4,72,5,6,11,0,621
602,TAMIL NADU,Thiruvallur,3728104,1876062,1852042,2791721,1495711,1296010,821646,410526,411120,47243,23692,23551,1538054,1103563,434491,1247918,290136,2190050,73444,270586,58240,1135784,3325823,143093,233633,1422,951,3693,530,18959,621907,909400,75634,174279,387237,732196,1119433,181452,461918,600731,622789,303091,451321,66378,2687680,610048,3297728,1925296,1154775,643614,4419,374923,54505,222750,363741,62993,630578,112276,857364,772398,78827,17057,805187,786843,636991,636443,291863,133464,474,76666,11779,5948,10795,151979,280985,53570,175520,1374,412,41640,44284,531907,343722,858,625071,148885,32054,118838,150892,185181,671689,321799,164709,103687,12554,63193,717165,93063,9615,10766,1021,130,117828,539,1940,1732,3672,1137,455,1592,472,876,1348,580,7731
